"mpg","cyl","disp","hp","drat","wt","qsec","vs","am","gear","carb","id","speed_lim","ticket_amount"
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,872
19.2,6,167.6,123,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,0
21,6,160,110,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
18.7,8,360,203,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,925
18.1,6,225,105,2.76,3.46,20.22,1,0,3,1,"car_type_6",65,0
22.8,4,108,116,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,1098
21.5,4,120.1,97,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,0
15,8,301,425,3.54,3.57,14.6,0,1,5,8,"car_type_31",65,1137
16.4,8,275.8,213,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,972
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
21,6,160,110,3.9,2.875,17.02,0,1,4,4,"car_type_2",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
15.2,8,304,150,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,0
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
10.4,8,472,205,2.93,5.25,17.98,0,0,3,4,"car_type_15",65,0
30.4,4,95.1,132,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,932
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
10.4,8,460,215,3,5.424,17.82,0,0,3,4,"car_type_16",65,0
18.1,6,225,105,2.76,3.46,20.22,1,0,3,1,"car_type_6",65,0
19.2,6,167.6,123,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,0
14.7,8,440,230,3.23,5.345,17.42,0,0,3,4,"car_type_17",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
10.4,8,460,215,3,5.424,17.82,0,0,3,4,"car_type_16",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,1136
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,929
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,834
14.3,8,360,294,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
15.2,8,275.8,238,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
21.4,6,258,110,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
10.4,8,472,205,2.93,5.25,17.98,0,0,3,4,"car_type_15",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,984
21,6,160,110,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,992
30.4,4,95.1,134,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,976
15.2,8,304,150,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
13.3,8,350,245,3.73,3.84,15.41,0,0,3,4,"car_type_24",65,0
24.4,4,146.7,71,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
30.4,4,75.7,59,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,1090
19.2,6,167.6,142,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
21.5,4,120.1,97,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,0
10.4,8,472,205,2.93,5.25,17.98,0,0,3,4,"car_type_15",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
14.3,8,360,270,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,800
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
21.4,6,258,135,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,1037
15.8,8,351,286,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,0
15.5,8,318,150,2.76,3.52,16.87,0,0,3,2,"car_type_22",65,0
21,6,160,110,3.9,2.875,17.02,0,1,4,4,"car_type_2",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
21.4,6,258,110,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
15,8,301,335,3.54,3.57,14.6,0,1,5,8,"car_type_31",65,980
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
33.9,4,71.1,79,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,1032
15.5,8,318,150,2.76,3.52,16.87,0,0,3,2,"car_type_22",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
21,6,160,110,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
21,6,160,110,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
13.3,8,350,245,3.73,3.84,15.41,0,0,3,4,"car_type_24",65,1081
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
32.4,4,78.7,76,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
10.4,8,460,215,3,5.424,17.82,0,0,3,4,"car_type_16",65,0
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,1003
26,4,120.3,111,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,1047
17.8,6,167.6,156,3.92,3.44,18.9,1,0,4,4,"car_type_11",65,0
19.2,6,167.6,123,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,0
15.5,8,318,150,2.76,3.52,16.87,0,0,3,2,"car_type_22",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,884
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
17.8,6,167.6,123,3.92,3.44,18.9,1,0,4,4,"car_type_11",65,0
32.4,4,78.7,78,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,970
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
27.3,4,79,86,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
15,8,301,408,3.54,3.57,14.6,0,1,5,8,"car_type_31",65,1035
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
19.2,8,400,175,3.08,3.845,17.05,0,0,3,2,"car_type_25",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
15,8,301,335,3.54,3.57,14.6,0,1,5,8,"car_type_31",65,0
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
17.8,6,167.6,123,3.92,3.44,18.9,1,0,4,4,"car_type_11",65,0
21,6,160,110,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
19.2,6,167.6,123,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,0
14.3,8,360,262,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,739
10.4,8,472,205,2.93,5.25,17.98,0,0,3,4,"car_type_15",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
19.2,8,400,175,3.08,3.845,17.05,0,0,3,2,"car_type_25",65,1042
17.8,6,167.6,151,3.92,3.44,18.9,1,0,4,4,"car_type_11",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
10.4,8,472,205,2.93,5.25,17.98,0,0,3,4,"car_type_15",65,0
10.4,8,472,205,2.93,5.25,17.98,0,0,3,4,"car_type_15",65,0
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,885
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,0
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
22.8,4,108,117,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,1106
13.3,8,350,245,3.73,3.84,15.41,0,0,3,4,"car_type_24",65,930
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
16.4,8,275.8,192,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,738
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
15.2,8,304,183,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
21,6,160,110,3.9,2.875,17.02,0,1,4,4,"car_type_2",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
33.9,4,71.1,77,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,966
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,1042
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,0
18.7,8,360,227,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
21,6,160,129,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
15.2,8,304,150,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
21.5,4,120.1,114,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,949
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,1030
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
21.4,6,258,110,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
10.4,8,460,215,3,5.424,17.82,0,0,3,4,"car_type_16",65,0
14.7,8,440,230,3.23,5.345,17.42,0,0,3,4,"car_type_17",65,947
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,951
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,953
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
16.4,8,275.8,223,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,1080
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,976
16.4,8,275.8,180,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,1226
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
19.2,8,400,175,3.08,3.845,17.05,0,0,3,2,"car_type_25",65,0
21,6,160,110,3.9,2.62,16.46,0,1,4,4,"car_type_1",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
10.4,8,460,215,3,5.424,17.82,0,0,3,4,"car_type_16",65,0
15.2,8,275.8,180,3.07,3.78,18,0,0,3,3,"car_type_14",65,0
19.7,6,145,175,3.62,2.77,15.5,0,1,5,6,"car_type_30",65,970
14.7,8,440,230,3.23,5.345,17.42,0,0,3,4,"car_type_17",65,0
15.5,8,318,150,2.76,3.52,16.87,0,0,3,2,"car_type_22",65,0
15.2,8,304,150,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
15.2,8,304,150,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
21,6,160,110,3.9,2.875,17.02,0,1,4,4,"car_type_2",65,0
17.8,6,167.6,123,3.92,3.44,18.9,1,0,4,4,"car_type_11",65,0
26,4,120.3,113,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,1092
30.4,4,95.1,136,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
21.4,4,121,109,4.11,2.78,18.6,1,1,4,2,"car_type_32",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
15.5,8,318,150,2.76,3.52,16.87,0,0,3,2,"car_type_22",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
14.3,8,360,245,3.21,3.57,15.84,0,0,3,4,"car_type_7",65,0
10.4,8,460,215,3,5.424,17.82,0,0,3,4,"car_type_16",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
15.2,8,304,150,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
19.2,6,167.6,123,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,829
21.5,4,120.1,97,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,0
21,6,160,110,3.9,2.875,17.02,0,1,4,4,"car_type_2",65,0
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
17.8,6,167.6,123,3.92,3.44,18.9,1,0,4,4,"car_type_11",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,1115
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
26,4,120.3,91,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,0
32.4,4,78.7,86,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,1216
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,904
24.4,4,146.7,62,3.69,3.19,20,1,0,4,2,"car_type_8",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
18.1,6,225,105,2.76,3.46,20.22,1,0,3,1,"car_type_6",65,0
22.8,4,108,117,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
18.7,8,360,175,3.15,3.44,17.02,0,0,3,2,"car_type_5",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
22.8,4,140.8,95,3.92,3.15,22.9,1,0,4,2,"car_type_9",65,0
17.3,8,275.8,180,3.07,3.73,17.6,0,0,3,3,"car_type_13",65,0
21.4,6,258,110,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
30.4,4,95.1,135,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,981
21.4,6,258,110,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
22.8,4,108,93,3.85,2.32,18.61,1,1,4,1,"car_type_3",65,0
30.4,4,95.1,113,3.77,1.513,16.9,1,1,5,2,"car_type_28",65,1110
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
33.9,4,71.1,65,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
15.8,8,351,264,4.22,3.17,14.5,0,1,5,4,"car_type_29",65,0
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
19.2,6,167.6,151,3.92,3.44,18.3,1,0,4,4,"car_type_10",65,1052
15.2,8,304,167,3.15,3.435,17.3,0,0,3,2,"car_type_23",65,0
16.4,8,275.8,234,3.07,4.07,17.4,0,0,3,3,"car_type_12",65,0
33.9,4,71.1,85,4.22,1.835,19.9,1,1,4,1,"car_type_20",65,1210
13.3,8,350,297,3.73,3.84,15.41,0,0,3,4,"car_type_24",65,0
21.5,4,120.1,97,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,0
19.2,8,400,175,3.08,3.845,17.05,0,0,3,2,"car_type_25",65,0
26,4,120.3,104,4.43,2.14,16.7,0,1,5,2,"car_type_27",65,878
32.4,4,78.7,66,4.08,2.2,19.47,1,1,4,1,"car_type_18",65,0
21.5,4,120.1,97,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
21.4,6,258,110,3.08,3.215,19.44,1,0,3,1,"car_type_4",65,0
27.3,4,79,66,4.08,1.935,18.9,1,1,4,1,"car_type_26",65,0
14.7,8,440,230,3.23,5.345,17.42,0,0,3,4,"car_type_17",65,0
30.4,4,75.7,52,4.93,1.615,18.52,1,1,4,2,"car_type_19",65,0
21.5,4,120.1,97,3.7,2.465,20.01,1,0,3,1,"car_type_21",65,0
